lat,lon,minutes_remaining,period,playoffs,shot_distance,shot_made_flag,y_proba,y_pred
33.7743,-118.2858,9,3,0,27,0.0,0.32739630762577787,0
34.0443,-118.5098,4,1,0,24,1.0,0.30976648682972124,0
33.7803,-118.2928,0,1,0,26,0.0,0.3402489188938476,0
33.7973,-118.3788,0,4,0,26,0.0,0.32912260879672295,0
33.8523,-118.0978,3,4,0,25,1.0,0.30465537765686246,0
33.7323,-118.2588,8,3,0,31,0.0,0.2899200388931689,0
34.0313,-118.0288,4,3,0,24,0.0,0.26769876254771685,0
33.7403,-118.2478,0,1,0,30,1.0,0.3007180147476449,0
33.3483,-118.1638,0,2,0,70,0.0,0.07222234714424874,0
33.8673,-118.0898,0,3,0,25,0.0,0.30192946999262127,0
33.7803,-118.2818,5,4,0,26,1.0,0.32977004312353964,0
33.8253,-118.4108,3,5,0,26,0.0,0.3216685425554715,0
33.7763,-118.2858,4,2,0,26,1.0,0.3394456640525491,0
33.8673,-118.0788,4,4,0,26,0.0,0.2885163903846163,0
33.7553,-118.2688,3,3,0,28,0.0,0.31499907880643,0
34.0403,-118.0328,0,4,0,23,0.0,0.2696402441357538,0
33.7913,-118.2628,1,2,0,25,1.0,0.3429272519860812,0
33.8963,-118.0688,6,3,0,24,1.0,0.3081826438354311,0
33.8203,-118.4188,0,4,0,26,0.0,0.3258634484620526,0
33.7913,-118.1908,0,4,0,26,0.0,0.3153113797684363,0
33.6523,-118.0818,0,4,0,43,0.0,0.17409952837313403,0
33.6603,-118.3138,0,1,0,38,0.0,0.24079693911912986,0
33.7933,-118.2588,7,4,0,25,0.0,0.33767867235974075,0
33.8143,-118.1278,3,1,0,27,0.0,0.30736675903362687,0
33.7933,-118.2948,0,4,0,25,1.0,0.3352530627839847,0
33.7973,-118.3538,4,3,0,26,0.0,0.33458926655386867,0
33.7913,-118.3238,4,4,0,25,0.0,0.3414191715356471,0
33.8313,-118.1168,3,2,0,26,0.0,0.30902760236934307,0
33.8963,-118.0578,10,3,0,25,1.0,0.29880756241162054,0
33.7703,-118.3638,1,4,0,28,0.0,0.31269088947757034,0
33.9743,-118.4988,1,2,0,23,0.0,0.33386626435544925,0
33.8103,-118.1718,0,2,0,25,1.0,0.3289634419399591,0
33.7893,-118.2778,9,4,0,25,0.0,0.3420254528184206,0
33.7913,-118.1758,4,1,0,26,0.0,0.3303222807418307,0
33.7743,-118.3468,2,1,0,28,0.0,0.32402418398793165,0
33.7703,-118.2558,9,2,0,27,0.0,0.3304833743544045,0
34.0373,-118.0288,11,4,0,24,0.0,0.2670221380710727,0
33.7913,-118.1968,5,1,0,26,1.0,0.3328561160992221,0
33.8523,-118.1008,3,3,0,25,0.0,0.3091765128143159,0
33.8293,-118.1408,0,3,0,25,1.0,0.31660320980280676,0
33.8203,-118.3678,11,2,0,24,0.0,0.36373804394713866,0
33.8033,-118.2478,0,3,0,24,1.0,0.3450225887173313,0
33.8143,-118.4038,10,4,0,26,0.0,0.3340638594424151,0
33.8523,-118.0938,0,2,0,26,1.0,0.2991888972137748,0
33.4563,-118.4148,0,3,0,60,0.0,0.11135397033977822,0
33.9003,-118.0688,8,4,0,24,0.0,0.3042880073176257,0
33.8413,-118.4268,5,3,0,25,1.0,0.34085943019053555,0
33.8463,-118.4148,0,3,0,24,0.0,0.34664825653893355,0
33.8863,-118.4628,1,4,0,24,0.0,0.3352986739856052,0
33.8943,-118.0518,0,1,0,26,1.0,0.2887332405529553,0
33.8443,-118.4208,1,2,0,25,1.0,0.34085221542460054,0
33.7993,-118.3068,0,3,0,24,1.0,0.3512634784195676,0
33.9033,-118.0498,5,1,0,26,0.0,0.28976462160483824,0
33.8963,-118.4648,6,4,0,24,1.0,0.33646483506620656,0
33.7933,-118.2078,4,2,0,25,0.0,0.34002634132997567,0
33.8293,-118.1088,0,2,0,26,0.0,0.306702990394017,0
33.7823,-118.2708,0,2,0,26,1.0,0.3333167950160165,0
33.7873,-118.2708,0,3,0,25,0.0,0.33946785052880507,0
33.7873,-118.2798,0,3,0,25,1.0,0.34023096110849177,0
33.8253,-118.1378,10,4,0,25,1.0,0.32070791626816825,0
33.7993,-118.2968,6,2,0,24,0.0,0.3598133652508901,0
33.8163,-118.4528,4,2,0,29,0.0,0.3063552330123651,0
33.8223,-118.3748,10,3,0,24,0.0,0.3583003983551624,0
33.9623,-118.0348,6,3,0,24,0.0,0.2875477827923389,0
33.8603,-118.0898,0,2,0,25,1.0,0.3081246504539824,0
33.9743,-118.5118,0,1,0,25,0.0,0.3148438418651121,0
33.7913,-118.2628,5,4,0,25,0.0,0.33703520717023794,0
33.8293,-118.4228,0,2,0,26,0.0,0.33249823039241305,0
33.6713,-118.2628,0,2,0,37,0.0,0.24088403773029038,0
33.8033,-118.2058,0,3,0,24,0.0,0.3414444055642201,0
33.8253,-118.4108,1,4,0,26,0.0,0.3245399530625487,0
33.8273,-118.1338,0,2,0,25,0.0,0.3209629536134594,0
33.8013,-118.2098,5,1,0,25,1.0,0.34316757001325837,0
33.8033,-118.2538,6,4,0,24,0.0,0.3457283552629006,0
33.8863,-118.0688,2,4,0,25,0.0,0.29236917864593015,0
33.8143,-118.4608,0,4,0,29,0.0,0.2961260713326603,0
33.8033,-118.4038,11,3,0,27,0.0,0.3304574433047933,0
33.8223,-118.1318,1,4,0,26,0.0,0.3026887498806439,0
33.8253,-118.1338,3,4,0,25,0.0,0.315074173956349,0
33.7973,-118.2878,2,4,0,24,1.0,0.34723883322202187,0
33.8463,-118.4268,2,4,0,25,1.0,0.33257139226489435,0
33.8083,-118.1828,1,4,0,25,0.0,0.3223782429359281,0
33.8083,-118.1698,0,4,0,25,1.0,0.3205440653488677,0
33.7803,-118.3578,0,4,0,27,0.0,0.3203507997506685,0
33.6883,-118.0858,0,4,0,40,0.0,0.19160377042799212,0
33.7893,-118.2838,5,1,0,25,1.0,0.35305558976667856,0
34.0163,-118.0368,0,4,0,23,0.0,0.2761338861302115,0
33.9093,-118.0668,0,4,0,24,1.0,0.29579785293634125,0
33.7913,-118.3448,1,1,0,26,0.0,0.3422363063166654,0
33.7513,-118.3178,0,1,0,29,0.0,0.3148472579048472,0
33.8503,-118.4398,0,3,0,25,0.0,0.3354274397716819,0
33.9093,-118.4838,0,1,0,25,0.0,0.3310127411845208,0
33.8583,-118.1108,0,2,0,24,1.0,0.3220898003165709,0
34.0313,-118.0478,3,2,0,22,0.0,0.29438816445214705,0
33.8543,-118.4248,0,5,0,24,0.0,0.33611128115633987,0
33.7893,-118.2058,8,2,0,26,1.0,0.3320504012497607,0
33.8813,-118.0788,0,2,0,25,1.0,0.30145625616576627,0
33.8713,-118.4648,5,3,0,26,0.0,0.3233750182822637,0
33.8253,-118.1008,1,3,0,27,1.0,0.29230752422416495,0
33.8413,-118.1278,0,2,0,24,0.0,0.3283520284867143,0
33.7853,-118.3238,0,4,0,26,0.0,0.3279802646419229,0
33.8373,-118.4078,5,4,0,24,1.0,0.34810343367716134,0
33.8183,-118.1198,0,1,0,27,0.0,0.30339723106922545,0
33.8083,-118.3808,5,3,0,26,0.0,0.3344540317723586,0
33.7893,-118.3278,0,3,0,26,0.0,0.3316116783382538,0
33.7423,-118.3388,0,4,0,30,0.0,0.29474431771439186,0
34.0163,-118.0348,0,2,0,23,0.0,0.2840956981344699,0
33.7153,-118.2878,0,1,0,32,0.0,0.2881051294396816,0
33.8293,-118.1508,5,1,0,24,0.0,0.3421454082035479,0
33.8013,-118.2588,0,3,0,24,0.0,0.34655151173764825,0
33.8253,-118.4398,5,3,0,27,1.0,0.32254495352651624,0
33.7873,-118.3678,0,4,0,27,0.0,0.31919243137760117,0
33.7803,-118.3328,7,2,0,27,0.0,0.33250055232472236,0
33.7173,-118.0818,0,1,0,37,0.0,0.22167092077253875,0
33.8083,-118.3068,4,3,0,23,0.0,0.3642339840898071,0
33.4833,-118.2098,0,3,0,56,0.0,0.12208163741306646,0
33.9303,-118.0518,7,4,0,24,0.0,0.29402769082132846,0
33.8313,-118.1258,0,3,0,25,1.0,0.3148165087178624,0
33.7803,-118.2538,5,4,0,26,0.0,0.3274353868054977,0
33.7853,-118.2518,2,4,0,25,0.0,0.3355084594579594,0
33.8203,-118.3978,9,1,0,25,0.0,0.3568899573873239,0
33.7763,-118.1738,6,1,0,28,0.0,0.31231040557950535,0
33.9873,-118.0478,9,4,0,22,0.0,0.30233510550411635,0
33.8603,-118.4378,3,2,0,24,1.0,0.35144029891994855,0
33.8583,-118.4548,5,2,0,26,0.0,0.33069254366718204,0
33.7913,-118.1468,3,4,0,28,0.0,0.291129782595964,0
33.8373,-118.0958,0,4,0,27,0.0,0.2838756894724269,0
33.8393,-118.1258,10,1,0,25,0.0,0.3289576096725316,0
33.6123,-118.2498,0,2,0,43,1.0,0.19764382293829091,0
34.0403,-118.5138,0,4,0,24,0.0,0.29549541972592724,0
33.7803,-118.2738,3,4,0,26,0.0,0.327560298386153,0
33.8083,-118.1758,1,3,0,25,0.0,0.3262074591271045,0
33.7873,-118.3118,4,4,0,26,1.0,0.3294910656645866,0
33.7913,-118.2818,2,4,0,25,1.0,0.33629678424937653,0
33.7783,-118.2738,1,3,0,26,1.0,0.3310344987961418,0
33.8943,-118.4718,3,4,0,25,0.0,0.3233305773744925,0
33.7493,-118.0788,0,3,0,35,0.0,0.22607746819021413,0
33.8223,-118.1448,6,1,0,25,1.0,0.3323458390795922,0
33.7763,-118.2928,11,2,0,26,0.0,0.3455518530079284,0
33.8603,-118.0918,6,3,0,25,0.0,0.3084679539754754,0
33.8253,-118.0958,0,3,0,27,0.0,0.2911947212833556,0
33.7853,-118.2158,9,4,0,26,0.0,0.32592166508155584,0
33.8353,-118.1278,4,1,0,25,0.0,0.3256514673005458,0
33.8713,-118.4908,3,4,0,28,0.0,0.2965150975311103,0
33.7913,-118.3708,8,4,0,27,0.0,0.3244077791347879,0
33.9193,-118.4818,0,1,0,24,0.0,0.34002298583245827,0
33.8883,-118.4548,1,6,0,24,0.0,0.32515477912179486,0
33.8463,-118.1108,5,1,0,25,0.0,0.3218777086538531,0
34.0443,-118.0478,2,3,0,22,1.0,0.28604082978221884,0
33.8123,-118.4038,1,3,0,26,0.0,0.332122358383388,0
33.9193,-118.0598,9,1,0,24,0.0,0.31190721156815837,0
33.8223,-118.4108,7,1,0,26,0.0,0.3434974048131972,0
33.8553,-118.1028,1,4,0,25,0.0,0.3027513527321941,0
33.9013,-118.4918,0,4,0,26,1.0,0.3090167845652197,0
33.8023,-118.2208,3,1,0,24,1.0,0.3545345248693347,0
33.8633,-118.1068,9,2,0,24,0.0,0.32723055233463805,0
33.8943,-118.0748,3,2,0,24,1.0,0.31128317971564273,0
33.8713,-118.4418,0,2,0,24,0.0,0.34615193731907024,0
33.8173,-118.1498,1,3,0,25,1.0,0.3214925537506319,0
33.8913,-118.4838,0,3,0,26,0.0,0.31548140262267804,0
33.8523,-118.4688,0,3,0,27,0.0,0.3135148898173133,0
33.7943,-118.3688,3,2,0,26,0.0,0.3404465337699637,0
33.8583,-118.4388,2,1,0,25,1.0,0.3436006878812738,0
33.9803,-118.0368,3,3,0,24,0.0,0.28080594051802027,0
33.7843,-118.2908,6,4,0,26,1.0,0.3301446625338315,0
33.7863,-118.1718,4,4,0,27,0.0,0.3065545585663566,0
33.7973,-118.2308,1,4,0,25,0.0,0.32950704376635764,0
33.8153,-118.4208,2,5,0,27,0.0,0.31281253456887614,0
34.0553,-118.0378,8,1,0,23,1.0,0.2837895074731011,0
33.8303,-118.3958,0,1,0,24,0.0,0.3589478183076352,0
33.4953,-118.2058,0,1,0,55,0.0,0.13061143795052524,0
33.6863,-118.1188,0,2,0,38,0.0,0.2182403265375449,0
33.8153,-118.1388,8,3,0,26,0.0,0.31471104826709717,0
33.7873,-118.2758,0,3,0,25,0.0,0.33989169821722237,0
33.8153,-118.4378,7,4,0,28,0.0,0.3106338175426458,0
33.7893,-118.2538,3,4,0,25,0.0,0.33529645633734545,0
33.8483,-118.4278,0,5,0,25,0.0,0.3260921481440046,0
33.8153,-118.1498,0,3,0,25,0.0,0.3212974835749871,0
33.8713,-118.0448,0,1,0,28,0.0,0.272369792096611,0
33.9273,-118.0348,0,3,0,26,0.0,0.2706884142085464,0
34.0493,-118.0418,1,4,0,22,1.0,0.27947273454243554,0
33.9223,-118.4798,2,3,0,24,0.0,0.3315685473697143,0
33.8503,-118.1138,3,4,0,24,0.0,0.3181256301416947,0
33.8703,-118.4488,0,4,0,24,0.0,0.3379837897278145,0
33.7813,-118.3358,8,1,0,27,0.0,0.3377252962909669,0
33.8843,-118.0808,9,2,0,24,0.0,0.3191071065530197,0
33.8303,-118.4238,0,3,0,26,1.0,0.32784438883646927,0
33.8383,-118.4308,7,1,0,26,0.0,0.34051518010743265,0
33.8503,-118.4588,10,3,0,27,0.0,0.3208304382014255,0
34.0603,-118.0348,2,4,0,23,0.0,0.2660581830240617,0
33.8573,-118.4358,6,1,0,25,1.0,0.3467990740152353,0
33.8503,-118.0938,6,3,0,26,0.0,0.2999139003687728,0
33.8153,-118.1828,11,4,0,24,0.0,0.3401037581455517,0
33.8353,-118.1348,1,4,0,24,0.0,0.3225792294163376,0
34.0553,-118.0428,0,1,0,22,1.0,0.2895359809711818,0
33.6483,-118.4438,0,2,0,43,0.0,0.20187906180084367,0
33.8523,-118.4408,9,4,0,25,0.0,0.33746299551625797,0
33.9833,-118.4948,8,4,0,23,1.0,0.3274505529782784,0
33.8223,-118.1648,1,4,0,24,0.0,0.3287824505153981,0
33.8013,-118.1468,0,4,0,27,0.0,0.2975026795215888,0
33.8943,-118.0648,6,3,0,25,1.0,0.296980373455816,0
33.5433,-118.3878,0,3,0,51,0.0,0.15280904246185212,0
33.8193,-118.1778,6,3,0,24,0.0,0.33910560430249015,0
34.0473,-118.0468,0,4,0,22,0.0,0.2796731922254805,0
33.8523,-118.0678,8,1,0,27,0.0,0.29586186484959054,0
33.8013,-118.1898,4,4,0,25,1.0,0.32725510991202783,0
34.0633,-118.5078,2,4,0,23,0.0,0.30156550247064323,0
33.8633,-118.1038,3,4,0,24,1.0,0.313654905309891,0
34.0443,-118.0428,5,4,0,22,0.0,0.28369340965394024,0
33.8433,-118.0908,0,3,0,26,1.0,0.2971907114740586,0
33.3933,-118.4768,0,3,0,68,0.0,0.08278899682616468,0
33.8013,-118.1808,5,4,0,25,0.0,0.32727588379668016,0
33.7833,-118.1808,0,4,0,27,0.0,0.3051364532633609,0
34.0473,-118.5108,0,5,0,24,1.0,0.28921480299191665,0
33.8553,-118.1088,4,1,0,24,1.0,0.3302765177033597,0
33.8353,-118.4208,0,2,0,25,1.0,0.34269925015629016,0
33.8963,-118.4788,10,4,0,25,0.0,0.3287171129734505,0
33.7923,-118.2758,4,4,0,25,1.0,0.33706128357660725,0
33.6483,-118.2518,0,2,0,39,0.0,0.22610467015777272,0
33.8663,-118.0938,5,3,0,25,0.0,0.30622331925546287,0
33.8943,-118.0758,0,3,0,24,1.0,0.3048395631687596,0
33.7963,-118.0698,0,1,0,31,0.0,0.2615032149486838,0
33.6743,-118.3928,0,1,0,38,0.0,0.24293264625952454,0
33.8503,-118.1158,10,2,0,24,0.0,0.33249284710946353,0
33.7913,-118.2568,0,2,0,25,0.0,0.34162978247876696,0
33.8753,-118.4408,1,3,0,24,0.0,0.3411434786388968,0
33.6483,-118.1418,0,3,0,41,0.0,0.19773839063572246,0
33.7923,-118.3138,2,4,0,25,0.0,0.33871008065484365,0
33.8043,-118.3418,0,4,0,25,0.0,0.3360235736843269,0
33.8243,-118.1548,0,4,0,24,0.0,0.3266065676857008,0
33.8023,-118.3488,8,1,0,25,0.0,0.35721081533455956,0
33.9993,-118.5068,4,3,0,24,0.0,0.31344645333146287,0
33.8503,-118.4468,9,4,0,26,1.0,0.3265280277224892,0
33.8223,-118.4188,6,4,0,26,0.0,0.3299124498147273,0
33.8753,-118.0728,1,4,0,25,0.0,0.29492527230477567,0
33.7053,-118.0888,0,1,0,38,0.0,0.21553463420227098,0
33.8023,-118.3218,5,2,0,24,1.0,0.36028584058082047,0
33.8143,-118.1448,3,2,0,26,1.0,0.3160518936167618,0
33.8173,-118.1518,2,2,0,25,1.0,0.3268319483305217,0
33.7993,-118.3688,2,2,0,26,1.0,0.3382048939536639,0
33.8373,-118.1338,0,2,0,24,1.0,0.33000161549630985,0
33.8323,-118.4008,9,3,0,24,1.0,0.3567668423529211,0
33.8303,-118.3958,7,3,0,24,1.0,0.35532701907946995,0
33.8113,-118.3688,6,3,0,25,1.0,0.3455018547435544,0
34.0473,-118.5018,5,3,0,23,0.0,0.31201772390524957,0
33.8273,-118.1488,3,3,0,24,1.0,0.33200398024850003,0
33.8013,-118.1808,2,3,0,25,1.0,0.32940032666405333,0
33.7993,-118.1948,7,4,0,25,0.0,0.3305612133410989,0
33.8883,-118.0728,5,1,0,25,0.0,0.30700774127606356,0
34.0533,-118.0428,4,2,0,22,0.0,0.28880911590721825,0
33.8553,-118.4408,7,3,0,25,0.0,0.3395290700470357,0
33.8303,-118.1498,7,3,0,24,0.0,0.33432759816218327,0
33.8073,-118.3058,10,2,0,23,1.0,0.37401833538953994,0
34.0413,-118.0448,9,2,0,22,0.0,0.29580973838702496,0
33.9833,-118.0338,1,2,0,24,1.0,0.28244329172488586,0
33.8653,-118.4458,11,1,0,25,1.0,0.34926160522446165,0
33.8383,-118.4098,10,1,0,24,1.0,0.36584339372687386,0
33.7943,-118.2138,6,1,0,25,0.0,0.34635552079641607,0
33.8403,-118.4418,0,1,0,26,0.0,0.3353883768917677,0
33.7973,-118.2598,0,2,0,24,0.0,0.3523943617249269,0
33.8123,-118.3898,0,5,0,26,0.0,0.3213380432757586,0
33.8153,-118.1778,3,2,0,24,1.0,0.34243843639637334,0
34.0143,-118.5028,5,4,0,23,0.0,0.3170150943467737,0
33.8043,-118.3408,4,1,0,25,1.0,0.35272134298176805,0
33.8583,-118.4418,1,1,0,25,0.0,0.3430681704026716,0
33.8013,-118.2668,1,2,0,24,1.0,0.3526085889152508,0
33.8173,-118.1498,0,4,0,25,1.0,0.31636286928384355,0
33.8063,-118.1618,0,4,0,26,0.0,0.3087704734355117,0
33.8273,-118.1388,0,2,0,25,1.0,0.32137493801769307,0
34.0363,-118.0468,4,4,0,22,0.0,0.28540784551987125,0
33.9033,-118.4668,4,1,0,24,1.0,0.3465889485127863,0
33.5773,-118.3388,0,1,0,47,0.0,0.17967930616668717,0
33.8713,-118.4588,3,3,0,25,1.0,0.3332805742917531,0
33.8753,-118.0708,10,4,0,26,0.0,0.2900677946500728,0
33.7043,-118.1038,0,3,0,37,1.0,0.21909069298582612,0
33.8603,-118.4328,9,4,0,24,1.0,0.34663344642234317,0
33.8533,-118.4508,6,4,0,26,0.0,0.32370250356511965,0
33.8243,-118.3958,10,1,0,25,0.0,0.3563248926898429,0
33.8153,-118.3638,0,1,0,24,0.0,0.36065611454389884,0
33.8603,-118.4418,10,2,0,25,1.0,0.34504060103699397,0
33.9903,-118.5028,5,4,0,23,0.0,0.323812201265577,0
33.8653,-118.1038,1,4,0,24,0.0,0.311593495369553,0
33.8013,-118.2188,4,3,0,24,1.0,0.3462946886273168,0
33.8353,-118.4278,1,3,0,26,1.0,0.32751483575661494,0
